#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654 -119.655782399  -53.916347288
   -2.951193099 -128.093138153  -34.331137208
   -2.760793544 -132.664378542  -14.227589667
   -2.570393989 -133.795328249    1.074135525
   -2.379994435 -132.769633738    8.133419970
   -2.189594880 -131.252308319    6.486208245
   -1.999195325 -130.659379649   -0.758388913
   -1.808795770 -131.530776570   -7.839790956
   -1.618396215 -133.256889245   -8.949886613
   -1.427996661 -134.368671766   -1.349073380
   -1.237597106 -133.316232664   13.065457201
   -1.047197551 -129.282885026   28.951195296
   -0.856797996 -122.560530764   40.435714464
   -0.666398442 -114.380792520   43.874025796
   -0.475998887 -106.387647342   38.544183615
   -0.285599332 -100.154450763   25.702363380
   -0.095199777  -96.921136266    7.443949673
    0.095199777  -97.467606329  -13.447114660
    0.285599332 -101.932570813  -32.867920268
    0.475998887 -109.525009122  -45.283129460
    0.666398442 -118.352751170  -45.058522746
    0.856797996 -125.654197410  -29.264663600
    1.047197551 -128.602297842   -0.104777415
    1.237597106 -125.338242154   34.277512259
    1.427996661 -115.907947755   62.796611932
    1.618396215 -102.416080457   75.660282861
    1.808795770  -88.381614574   68.326864144
    1.999195325  -77.540128955   43.016200134
    2.189594880  -72.644104785    7.465443177
    2.379994435  -74.695523952  -28.291506854
    2.570393989  -82.848339799  -55.365668253
    2.760793544  -94.883206473  -68.566922069
    2.951193099 -108.005308393  -67.070527167
