#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.482395889  -53.610688961
   -2.951193099    6.087795875  -34.159475472
   -2.760793544    1.546403849  -14.067011901
   -2.570393989    0.447032552    1.249280197
   -2.379994435    1.503964170    8.284113579
   -2.189594880    3.045322130    6.592078244
   -1.999195325    3.656355641   -0.665318382
   -1.808795770    2.804620414   -7.723127704
   -1.618396215    1.100981299   -8.841518907
   -1.427996661    0.000000000   -1.361776690
   -1.237597106    1.027927068   12.812425504
   -1.047197551    4.986284335   28.427977401
   -0.856797996   11.590325686   39.746476339
   -0.666398442   19.637825898   43.209532771
   -0.475998887   27.520933597   38.078103848
   -0.285599332   33.690164578   25.501563112
   -0.095199777   36.905797249    7.447066415
    0.095199777   36.368419412  -13.371079847
    0.285599332   31.916026219  -32.817834876
    0.475998887   24.329932063  -45.255280577
    0.666398442   15.511567217  -44.967957471
    0.856797996    8.237991063  -29.056852881
    1.047197551    5.335021886    0.139872747
    1.237597106    8.632485467   34.348329370
    1.427996661   18.042455984   62.494820750
    1.618396215   31.438641378   74.982732537
    1.808795770   45.327060822   67.533554076
    1.999195325   56.037761252   42.503398700
    2.189594880   60.887169314    7.518387609
    2.379994435   58.901507620  -27.675060686
    2.570393989   50.899001096  -54.458976124
    2.760793544   39.035734646  -67.718013463
    2.951193099   26.050713669  -66.494935466
